1	0.1467437023917834
2	0.11663857267962562
3	0.09472902988394101
4	0.04058993938896391
5	0.043641739421420626
6	0.02494579791608784
7	0.02883228338840935
8	0.029620190254516073
9	0.024610250670876768
10	0.05231283072175251
11	0.026965572653959196
12	0.024373744407461748
13	0.025104036140773032
14	0.02195600989378161
15	0.02034999823404683
16	0.015525520365271304
17	0.014061689945972629
18	0.01624125578544206
19	0.018860749900341034
20	0.01974091601247589
21	0.014967375952336524
22	0.016629648084441822
23	0.0105758103955951
24	0.017464604021774396
25	0.01648750238948398
26	0.018499976955354214
27	0.015542922593239281
28	0.0131450980487797
29	0.014356057263082929
30	0.014285036828368902
31	0.013322557219200663
32	0.011925831230150329
33	0.012261812730381886
34	0.010941774791313542
35	0.009327515856259398
36	0.01553831316737665
37	0.011196359008964565
38	0.010169305993864933
39	0.014336061922626363
40	0.014279150300555758
41	0.01405977395673593
42	0.014782497348884741
43	0.01687840310235818
44	0.01029688363066978
45	0.013066911862956153
46	0.013193277900831567
47	0.010480391948173443
48	0.010897355671558116
49	0.01333192689344287
50	0.010484258333841959
